x,Direct,Indirect,direct-indirect
1,0.0010000000000000007,0.0010000000000000007,0.0010000000000000007
2,0.0010000000000000007,0.0010000000000000007,0.0010000000000000007
3,0.007050000000000005,0.0009375000000000006,0.006937500000000004
4,0.02707499999999998,0.0009500000000000006,0.02686249999999999
5,0.05397500000000001,0.0012250000000000008,0.05363749999999999
6,0.11315000000000001,0.0011875000000000006,0.115025
7,0.15738750000000004,0.0014000000000000006,0.16877499999999995
8,0.16333750000000008,0.0014750000000000002,0.18044999999999997
9,0.3590125000000001,0.002437500000000001,0.4141
10,0.6079124999999999,0.003450000000000001,0.6665999999999999
11,0.7528999999999999,0.004850000000000001,0.7936499999999999
12,0.8057125,0.006475000000000002,0.8334999999999999
13,0.7748375000000002,0.0076749999999999995,0.7995
14,0.7234874999999998,0.0078625,0.7465875000000002
15,0.8452625000000001,0.011962500000000003,0.8562749999999996
16,0.8555124999999997,0.01683749999999999,0.8642874999999999
17,0.8663000000000002,0.022212499999999986,0.8716375000000001
18,0.8564499999999997,0.027537499999999986,0.8628625
19,0.8098375000000001,0.029287499999999984,0.8202125
20,0.7528375,0.029312499999999984,0.7682374999999999
21,0.8555374999999996,0.03784999999999998,0.8676499999999996
22,0.8630249999999998,0.049237499999999976,0.8741000000000003
23,0.8671874999999998,0.05914999999999998,0.8754625
24,0.8543124999999998,0.06744999999999998,0.8673875000000001
25,0.8078625,0.06748750000000002,0.8230999999999999
26,0.7511,0.0655875,0.7716000000000002
27,0.8521250000000002,0.07986249999999999,0.8675749999999999
28,0.863175,0.09387500000000001,0.8726875000000002
29,0.8686999999999999,0.10417500000000002,0.8767375
30,0.8598499999999998,0.11186250000000002,0.8677249999999997
31,0.8118750000000003,0.11074999999999999,0.8245375000000003
32,0.7556124999999999,0.1062125,0.7738500000000004
33,0.8543749999999999,0.11892499999999998,0.8664999999999997
34,0.8640625000000004,0.13034999999999997,0.8737749999999999
35,0.8721249999999998,0.14029999999999995,0.8800500000000001
36,0.8575124999999997,0.14584999999999998,0.8660124999999999
37,0.8077375,0.1419125,0.8215000000000001
38,0.7487249999999999,0.1349625,0.7680375000000002
39,0.8520124999999996,0.14662499999999995,0.8646249999999996
40,0.8658750000000002,0.1568375,0.8756249999999998
41,0.8709750000000002,0.16468749999999993,0.8781125
42,0.8593374999999999,0.16924999999999996,0.8682749999999995
